,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,average,normalized_average
715,2024-03-08 11:00:00,3947.54,3951.38,3949.0,3950.46,141.17340000,2024-03-08 11:59:59.999,554604.21356000,2440,83.63240000,329698.99500200,0,3949.5950000000003,1.6542823605050896
716,2024-03-08 12:00:00,3950.46,3951.5,3933.67,3945.19,133.05580000,2024-03-08 12:59:59.999,524396.90334800,2431,87.65180000,345401.05355300,0,3945.2050000000004,1.6524436151242046
717,2024-03-08 13:00:00,3946.0,3979.97,3961.46,3976.92,153.16300000,2024-03-08 13:59:59.999,606953.93848400,2878,99.49500000,394206.04479300,0,3966.0875,1.661190221141593
718,2024-03-08 14:00:00,3977.0,4161.59,3958.99,3975.91,200.36430000,2024-03-08 14:59:59.999,795817.72752400,3525,142.26050000,564956.14855300,0,4018.3725,1.6830897205127964
719,2024-03-08 15:00:00,3976.22,3979.99,3909.8,3914.03,151.36800000,2024-03-08 15:59:59.999,598380.93792500,2509,104.65570000,413658.22506000,0,3945.0099999999998,1.65236193964601
720,2024-03-08 16:00:00,3913.58,3913.59,3827.98,3899.74,153.20350000,2024-03-08 16:59:59.999,594252.70642500,2489,116.02530000,450091.54500600,0,3888.7225,1.6287859987287945
721,2024-03-08 17:00:00,3898.01,3960.06,3894.89,3941.92,178.85030000,2024-03-08 17:59:59.999,701464.02541000,3321,137.27800000,538457.06773400,0,3923.72,1.643444652821626
722,2024-03-08 18:00:00,3943.49,3974.68,3868.72,3923.89,208.48820000,2024-03-08 18:59:59.999,819540.80534900,4970,144.87830000,569330.35229600,0,3927.6949999999997,1.6451095760309695
723,2024-03-08 19:00:00,3923.14,3930.76,3887.59,3910.15,183.17710000,2024-03-08 19:59:59.999,716217.07508700,3065,123.69580000,483384.36862100,0,3912.91,1.6389168993894234
724,2024-03-08 20:00:00,3910.15,3950.24,3909.36,3929.32,196.43520000,2024-03-08 20:59:59.999,773088.96692400,3185,135.42350000,532936.66794000,0,3924.7675,1.6438833967365412
725,2024-03-08 21:00:00,3929.4,3950.79,3892.19,3903.07,120.82910000,2024-03-08 21:59:59.999,475150.26238500,2073,67.04810000,263753.04591300,0,3918.8625,1.6414100957173778
726,2024-03-08 22:00:00,3903.09,3890.12,3877.15,3877.15,176.89950000,2024-03-08 22:59:59.999,690466.08604600,2694,122.60640000,478477.36261400,0,3886.8775,1.6280132230504953
727,2024-03-08 23:00:00,3877.27,3901.0,3874.19,3884.03,185.38660000,2024-03-08 23:59:59.999,720956.03798000,2946,137.72120000,535380.22093700,0,3884.1225000000004,1.6268592951406233
728,2024-03-09 00:00:00,3883.5,3892.6,3892.6,3901.7,155.46330000,2024-03-09 00:59:59.999,605095.21587800,2246,98.29410000,382770.45520200,0,3892.6000000000004,1.6304100841990412
729,2024-03-09 01:00:00,3901.8,3903.04,3825.0,3904.28,156.55080000,2024-03-09 01:59:59.999,610626.10152400,2342,92.74330000,361660.10667800,0,3883.53,1.6266111273414947
730,2024-03-09 02:00:00,3904.37,3922.38,3897.32,3922.2,139.12880000,2024-03-09 02:59:59.999,543690.33299100,2139,99.48750000,388722.03305700,0,3911.5675,1.6383545951357017
731,2024-03-09 03:00:00,3921.63,3928.4,3911.34,3924.75,145.13410000,2024-03-09 03:59:59.999,569226.93696600,2161,85.04200000,333456.64170700,0,3921.53,1.6425273743742141
732,2024-03-09 04:00:00,3924.71,3925.025,3918.29,3925.34,113.59440000,2024-03-09 04:59:59.999,445733.91568800,1657,74.62530000,292789.28301100,0,3923.3412500000004,1.6432860139120566
733,2024-03-09 05:00:00,3925.55,4010.51,3921.7200000000003,3917.89,151.06890000,2024-03-09 05:59:59.999,592202.84318100,4494,86.12860000,337586.92301800,0,3943.9175,1.6519043475438195
734,2024-03-09 06:00:00,3917.88,3981.46,3911.67,3930.14,129.88310000,2024-03-09 06:59:59.999,509700.01382300,8353,86.62640000,339853.88087300,0,3935.2875,1.6482896840729677
735,2024-03-09 07:00:00,3930.2,3942.0,3926.24,3926.24,150.88570000,2024-03-09 07:59:59.999,593777.59236700,8242,79.46170000,312639.14891200,0,3931.1699999999996,1.6465650749372511
736,2024-03-09 08:00:00,3931.21,3973.82,3922.85,3922.86,120.52650000,2024-03-09 08:59:59.999,473889.55074100,7397,70.48100000,277118.48541000,0,3937.6850000000004,1.6492938736061507
737,2024-03-09 09:00:00,3922.85,3930.68,3917.01,3919.13,116.41530000,2024-03-09 09:59:59.999,457027.97284000,6583,67.50400000,264942.98294000,0,3922.4175000000005,1.6428991025121495
738,2024-03-09 10:00:00,3919.57,3926.99,3888.12,3907.86,162.69480000,2024-03-09 10:59:59.999,634964.45176700,3305,111.92580000,436559.61629000,0,3910.635,1.6379640188104911
739,2024-03-09 11:00:00,3907.87,3917.85,3905.26,3911.0,135.45470000,2024-03-09 11:59:59.999,529831.76427700,1919,95.72770000,374431.61287700,0,3910.495,1.6379053800056336
740,2024-03-09 12:00:00,3911.09,3941.43,3901.63,3915.02,120.98090000,2024-03-09 12:59:59.999,472601.43175000,1800,86.08090000,336240.95821900,0,3917.2925000000005,1.640752503405763
741,2024-03-09 13:00:00,3915.08,3925.61,3910.38,3916.73,116.58260000,2024-03-09 13:59:59.999,456700.31109100,1888,68.10490000,266706.96028400,0,3916.95,1.6406090477581652
742,2024-03-09 14:00:00,3916.8,3957.68,3908.28,3909.5,214.83810000,2024-03-09 14:59:59.999,841711.32738600,2714,167.68580000,656871.49934700,0,3923.065,1.6431703069846146
743,2024-03-09 15:00:00,3909.55,3912.0150000000003,3869.8,3914.48,146.70350000,2024-03-09 15:59:59.999,574699.80143400,2023,86.84490000,340446.93561400,0,3901.4612500000003,1.6341216064100592
744,2024-03-09 16:00:00,3913.22,3920.16,3876.2,3885.99,165.34290000,2024-03-09 16:59:59.999,644258.41315100,2339,108.70130000,423414.03908800,0,3898.8924999999995,1.6330456890530773
745,2024-03-09 17:00:00,3886.0,3883.31,3875.0,3880.62,161.45910000,2024-03-09 17:59:59.999,627702.94886300,2369,117.94020000,458485.33124900,0,3881.2325,1.6256488226689243
746,2024-03-09 18:00:00,3880.19,3893.39,3876.05,3892.76,159.29440000,2024-03-09 18:59:59.999,619136.47046300,2389,112.00360000,435234.72326800,0,3885.5975000000003,1.6274770968346566
747,2024-03-09 19:00:00,3892.42,3893.11,3883.7,3884.83,137.56770000,2024-03-09 19:59:59.999,534830.66414400,1955,83.81850000,325824.61604600,0,3888.515,1.6286990876430236
748,2024-03-09 20:00:00,3884.09,3900.74,3877.27,3900.2,122.32720000,2024-03-09 20:59:59.999,476016.60989500,1710,88.57320000,344607.71251500,0,3890.575,1.6295619157716394
749,2024-03-09 21:00:00,3899.95,3907.29,3892.11,3903.03,157.04710000,2024-03-09 21:59:59.999,612435.26550800,2137,95.62750000,372832.22086000,0,3900.5950000000003,1.633758778805004
750,2024-03-09 22:00:00,3902.47,3911.92,3900.22,3900.65,81.51540000,2024-03-09 22:59:59.999,318267.76177900,1126,54.46240000,212607.98974700,0,3903.8149999999996,1.6351074713167237
751,2024-03-09 23:00:00,3900.29,3903.14,3896.33,3905.99,130.73040000,2024-03-09 23:59:59.999,510594.79658200,1875,84.61530000,330426.08101700,0,3901.4375,1.6341116587556637
752,2024-03-10 00:00:00,3907.0,3916.75,3899.52,3909.67,154.62510000,2024-03-10 00:59:59.999,604084.06193700,2125,107.04210000,418053.75919300,0,3908.235,1.636958782155793
753,2024-03-10 01:00:00,3909.17,3936.41,3907.69,3928.18,179.29590000,2024-03-10 01:59:59.999,703502.03983600,2826,130.53140000,512032.99848100,0,3920.3625,1.642038368626564
754,2024-03-10 02:00:00,3928.01,3938.0,3921.64,3921.64,133.87000000,2024-03-10 02:59:59.999,526123.05774300,1999,76.14690000,299254.83332100,0,3927.3224999999998,1.6449535549251884
755,2024-03-10 03:00:00,3921.21,3928.425,3928.425,3935.64,155.95930000,2024-03-10 03:59:59.999,613254.80970900,2230,99.17270000,390126.12685900,0,3928.425,1.6454153355134404
756,2024-03-10 04:00:00,3935.27,3949.99,3931.9,3942.76,181.36420000,2024-03-10 04:59:59.999,715285.17705500,2490,81.65560000,321842.78883100,0,3939.98,1.6502551311572053
757,2024-03-10 05:00:00,3942.36,3948.36,3934.58,3937.8,147.74930000,2024-03-10 05:59:59.999,582493.13793300,2054,94.29540000,371668.99097600,0,3940.7749999999996,1.650588115799074
758,2024-03-10 06:00:00,3938.2,3942.82,3929.8,3942.82,85.83350000,2024-03-10 06:59:59.999,337831.05266500,1291,55.50580000,218418.90498200,0,3938.41,1.6495975388455903
759,2024-03-10 07:00:00,3942.99,3946.67,3904.98,3941.35,104.86820000,2024-03-10 07:59:59.999,413378.91533300,1418,59.07080000,232825.69508400,0,3933.9975,1.6477493693710674
760,2024-03-10 08:00:00,3941.33,3949.45,3879.62,3945.85,116.44720000,2024-03-10 08:59:59.999,459189.61919900,1617,68.31560000,269355.76426100,0,3929.0625,1.6456823514998444
761,2024-03-10 09:00:00,3945.22,3952.01,3920.04,3935.1,118.71240000,2024-03-10 09:59:59.999,467023.75350900,1871,79.69200000,313401.56488800,0,3938.0925,1.649464554413146
762,2024-03-10 10:00:00,3935.1,3951.11,3935.1,3946.85,17.92830000,2024-03-10 10:59:59.999,70759.23337500,313,11.15240000,44012.13648900,0,3942.04,1.6511179592858212
